,id,num
1110,c2111103318964/,11
1111,c2110112966340887/,7
1112,c2110343238337442/,1
1113,c2114552268549525/,66
1114,c2111103317554/,4
1115,c2110343238337335/,25
1116,c2111103316923/,20
1117,c2111103316647/,19
1118,c2110343238337429/,6
1119,c2111103318693/,24
1120,c2110343238599533/,9
1121,c2110343238861684/,23
1122,c219817187429644/,28
1123,c2110839470911422/,21
1124,c2111791850550068/,81
1125,c2120035276607073/,2
1126,c2111103317406/,0
1127,c2110745446936955/,1
1128,c2120027628562313/,10
1129,c2111103316403/,5
1130,c2110343238861188/,4
1131,c2111103316370/,13
1132,c2111103319331/,15
1133,c2116929039068822/,17
1134,c2111103317788/,8
1135,c2110343238337385/,14
1136,c2111103831753/,15
1137,c2113326888742266/,13
1138,c2110343238336991/,29
1139,c2110343238861288/,49
1140,c2110343238598834/,17
1141,c2110343238861193/,1
1142,c2110343238599585/,22
1143,c2111103316446/,6
1144,c2111103831824/,41
1145,c2110343238599583/,31
1146,c2111103316541/,14
1147,c2110343238599424/,21
1148,c2111103319322/,12
1149,c2112969509662969/,38
1150,c2110343238337511/,34
1151,c2110343238861214/,13
1152,c2114943423072556/,28
1153,c2111103317645/,31
1154,c2111103316599/,9
1155,c2113329472959108/,18
1156,c2111103316460/,10
1157,c2111103316566/,2
1158,c2111103316654/,5
1159,c2111103318535/,9
1160,c2110343238861053/,8
1161,c2120022287908194/,38
1162,c2111103317227/,9
1163,c2120021180278893/,16
1164,c2111103831570/,11
1165,c2111103318166/,12
1166,c219687137791430/,17
1167,c2111103831551/,8
1168,c2110343238336610/,6
1169,c2110343238861224/,2
1170,c2111103318775/,12
1171,c2110343238599437/,10
1172,c2110343238336534/,22
1173,c2110343239123127/,54
1174,c2118067531532607/,0
1175,c2111103317902/,41
1176,c2120031340900683/,2
1177,c2111103317017/,3
1178,c2111103319158/,1
1179,c2110343238337068/,21
1180,c2111103831737/,11
1181,c2110343238861275/,8
1182,c2111103316741/,0
1183,c2110343238861365/,2
1184,c2114558617701413/,47
1185,c2111103316621/,10
1186,c2111103831543/,3
1187,c2111103316817/,16
1188,c2111103316374/,18
1189,c2110343238599400/,16
1190,c2111103316779/,10
1191,c2111103831575/,38
1192,c2110343238598703/,26
1193,c2110836287697171/,5
1194,c2111103316457/,10
1195,c2112971159596923/,15
1196,c2110343238861035/,5
1197,c2111103831725/,17
1198,c2110343238861744/,17
1199,c2111103316750/,10
1200,c2110343238598986/,19
1201,c2111103317966/,13
1202,c2111103317061/,10
1203,c219183295188326/,20
1204,c2111103319084/,19
1205,c219162127586137/,0
1206,c2111103316884/,11
1207,c219976645956460/,19
1208,c2111103831648/,8
1209,c2113333184393729/,25
1210,c2111103318639/,2
1211,c2110343238599073/,25
1212,c2120034041241463/,26
1213,c2110343238336817/,2
1214,c2110343238599485/,9
1215,c219161219519092/,11
1216,c2111103317033/,9
1217,c2110343238598678/,6
1218,c219977455718017/,7
1219,c2110343238336823/,2
1220,c2110002450101201/,23
1221,c2110343238599571/,7
1222,c2110343238337376/,5
1223,c2111103318163/,6
1224,c2110343238861536/,17
1225,c2110343238861702/,11
1226,c2120033382320785/,3
1227,c2111103318970/,1
1228,c2120031676637305/,1
1229,c2111103831770/,15
1230,c2116520956882379/,29
1231,c2111103318616/,7
1232,c2111103831747/,4
1233,c2111103317186/,1
1234,c2111103318694/,7
1235,c2111067839491607/,34
1236,c2111103319250/,2
1237,c2111103316499/,20
1238,c2111103316838/,20
1239,c2111103316864/,7
1240,c2111103318599/,17
1241,c2120036058360291/,10
1242,c219981721324873/,35
1243,c2111103316701/,28
1244,c2111103316849/,45
1245,c2111103316715/,1
1246,c2111103317635/,16
1247,c2111103319249/,4
1248,c2113331819409514/,16
1249,c2111103317449/,13
1250,c2111103317003/,22
1251,c2110343238861093/,36
1252,c2111103317024/,2
1253,c2111103831651/,42
1254,c2120041014012647/,2
1255,c2111103318060/,2
1256,c219681758859886/,19
1257,c2111103318906/,1
1258,c2111103318588/,20
1259,c2110343238599263/,32
1260,c2110343238861351/,9
1261,c2110343238861042/,61
1262,c2110113186802937/,7
1263,c2111103316988/,14
1264,c2110343238861027/,9
1265,c2113308735532311/,44
1266,c2113327766138855/,31
1267,c2111103317219/,8
1268,c2110343238861674/,35
1269,c2111103317976/,53
1270,c2111103319204/,12
1271,c2113329441763251/,73
1272,c2111103317815/,6
1273,c2111103317820/,11
1274,c2111103831647/,50
1275,c2113327668621007/,64
1276,c2110343238599296/,0
1277,c2120037550873793/,58
1278,c2111103831653/,28
1279,c2111103318652/,3
1280,c2111103319100/,4
1281,c2111103317243/,34
1282,c2111103316826/,6
1283,c2110343238599345/,24
1284,c2120031421693402/,1
1285,c2110343238861617/,15
1286,c2114963330790082/,62
1287,c2110343238861528/,7
1288,c2120024474064493/,7
1289,c2111103317655/,2
1290,c2120025712779603/,16
1291,c2120022760966007/,79
1292,c2110343238861098/,7
1293,c2111103831643/,30
1294,c2110343238861792/,18
1295,c2114824499874616/,7
1296,c2111103317087/,8
1297,c2111103316951/,10
1298,c2111103317086/,3
1299,c2111103317805/,27
1300,c2111103317608/,2
1301,c219998507716304/,38
1302,c2110343238337428/,11
1303,c2111103318912/,17
1304,c2111103316721/,6
1305,c2110343238598875/,41
1306,c2110343238861490/,3
1307,c219680366087361/,42
1308,c2110343239123057/,11
1309,c2120032627165648/,29
1310,c2114552801487888/,24
1311,c219161643142179/,56
1312,c2111103317126/,68
1313,c2120023853020981/,25
1314,c2111103318812/,10
1315,c2110343238860937/,9
1316,c2111160014564358/,14
1317,c2111103317148/,3
1318,c2113349168624337/,23
1319,c2110343238336815/,15
1320,c2111103317181/,9
1321,c2111103318822/,6
1322,c2110047740457038/,16
1323,c2111103316846/,8
1324,c2111103316761/,1
1325,c2111103316745/,6
1326,c2111103317695/,16
1327,c2111103317032/,4
1328,c2110343238861287/,6
1329,c2111103317521/,6
1330,c2114377698472424/,11
1331,c2110343238861555/,15
1332,c2111103317552/,7
1333,c2114935143231867/,33
1334,c2111103318992/,1
1335,c2110343238598932/,8
1336,c2111103318079/,19
1337,c2116934036321087/,17
1338,c2111103317609/,28
1339,c2111103831628/,50
1340,c2110343238599249/,23
1341,c2113333874093599/,8
1342,c2111103317908/,16
1343,c2111103831800/,1
1344,c2111103317830/,8
1345,c2111103319235/,1
1346,c2111103316755/,26
1347,c2110343238861153/,2
1348,c2111273672600944/,111
1349,c2111103316413/,5
1350,c2117768200285855/,19
1351,c2111103831766/,1
1352,c2110343238599516/,1
1353,c2111103316382/,16
1354,c2110343238336529/,14
1355,c2111103318987/,2
1356,c2111103316459/,5
1357,c2110343238336819/,4
1358,c2111103831576/,33
1359,c2111103318925/,5
1360,c2111103831740/,29
1361,c2111103319169/,3
1362,c2111103318518/,16
1363,c2113331537867196/,59
1364,c2120036841898235/,5
1365,c2110343238861063/,12
1366,c2111103319418/,3
1367,c2111103316975/,6
1368,c2110343238599559/,11
1369,c2110343238599377/,46
1370,c2110343238861306/,5
1371,c2120032900858320/,4
1372,c2111103317253/,0
1373,c2111062711169740/,1
1374,c2111103317639/,6
1375,c219097910432748/,16
1376,c2113328145984993/,68
1377,c219050850602101/,16
1378,c2111103316778/,22
1379,c219048416334745/,13
1380,c2111103318490/,20
1381,c2111103317647/,10
1382,c2111103317913/,6
1383,c2111103318344/,8
1384,c219161404853500/,5
1385,c2110343238598871/,9
1386,c2111103319338/,5
1387,c2110343238861029/,1
1388,c2110343238599560/,12
1389,c2111103318634/,40
1390,c2111103318865/,4
1391,c2110343238861195/,3
1392,c2111103317872/,7
1393,c2111103317467/,20
1394,c2110343238860940/,35
1395,c2111137626682031/,75
1396,c2111103317289/,10
1397,c2111103316393/,13
1398,c2111103317818/,7
1399,c219070930308947/,18
1400,c2111103317623/,9
1401,c2111103318309/,5
1402,c2111103319444/,40
1403,c2120022969706590/,22
1404,c2111103319403/,41
1405,c2111103316516/,7
1406,c2110343238599663/,26
1407,c2111103316764/,7
1408,c2110113359819441/,2
1409,c2110111832567775/,4
1410,c2111103316539/,12
1411,c2111103319416/,1
1412,c2111103316687/,3
1413,c2111103318658/,24
1414,c2110343238861177/,24
1415,c2111103318286/,5
1416,c2110343238336902/,7
1417,c2110112830811276/,13
1418,c2110343238861409/,11
1419,c2111103831775/,14
1420,c2120039303435963/,27
1421,c2111103317517/,30
1422,c2111103316513/,10
1423,c2110343238599631/,16
1424,c2111103316678/,4
1425,c2110343238336636/,15
1426,c219846993465110/,1
1427,c2110343239123328/,6
1428,c2111103318766/,4
1429,c2110343238861230/,15
1430,c2111103316915/,2
1431,c2111295183875583/,16
1432,c219997624292136/,22
1433,c2111266488283891/,2
1434,c2111103317773/,5
1435,c2113333689020759/,12
1436,c2111103318854/,8
1437,c2111103317768/,22
1438,c2111103317194/,3
1439,c2111905678192124/,20
1440,c2110156667843344/,58
1441,c2110955363462206/,2
1442,c2111103316950/,10
1443,c2111792647467552/,48
1444,c2110003020262574/,32
1445,c2111103317862/,13
1446,c2111103318378/,18
1447,c2111103317386/,20
1448,c2110044830920611/,1
1449,c2111103317875/,7
1450,c2120021287232650/,1
1451,c2110343238599438/,11
1452,c2110343238599563/,6
1453,c2111103831581/,53
1454,c2111103831516/,69
1455,c2111103318739/,7
1456,c2120034357920375/,5
1457,c2111288365249272/,14
1458,c2111103316663/,21
1459,c2111103831582/,39
1460,c2111103317537/,3
1461,c2111103316368/,11
1462,c2118202091074135/,43
1463,c2114375824142318/,2
1464,c2110343238599070/,3
1465,c2111103317895/,8
1466,c2110002988806379/,4
1467,c2111103318391/,2
1468,c2111103831699/,11
1469,c2111103318335/,8
1470,c2111103317069/,5
1471,c2111103831555/,10
1472,c2110111727185319/,45
1473,c2111103317156/,1
1474,c2111103317027/,1
1475,c2110343238599393/,8
1476,c2111103318730/,1
1477,c219163772537986/,3
1478,c219166921413372/,3
1479,c2110343239123113/,14
1480,c219981721324877/,11
1481,c219054884999553/,48
1482,c2111103317482/,2
1483,c2111103317301/,1
1484,c2114126684319446/,14
1485,c2120036338486697/,10
1486,c2111103317821/,2
1487,c2111103318632/,4
1488,c2110343238861548/,45
1489,c2111103316992/,6
1490,c2111103317690/,20
1491,c2110025247190429/,10
1492,c2120036137977601/,4
1493,c2111103316488/,3
1494,c2113287864152083/,10
1495,c2111103318171/,11
1496,c2111288925711852/,7
1497,c2111103316588/,10
1498,c2111103318466/,6
1499,c2113199546264916/,17
1500,c2111787599098541/,27
1501,c2111103317678/,7
1502,c219159799483927/,66
1503,c2111103318435/,11
1504,c2111103318052/,0
1505,c2111103318884/,6
1506,c2113331158544323/,43
1507,c2111103831769/,8
1508,c2111103831589/,58
1509,c2111103317786/,26
1510,c2113329441762568/,58
1511,c2111103316415/,5
1512,c219075359232543/,43
1513,c2111103318128/,24
1514,c2110113359818762/,20
1515,c2111103317842/,7
1516,c219998263661264/,17
1517,c2111103319393/,11
1518,c2111103316639/,10
1519,c2110343239123264/,30
1520,c2111103831528/,55
1521,c2110343238336818/,11
1522,c2111103318407/,1
1523,c2111103316702/,7
1524,c2110343239123133/,14
1525,c2113199275994557/,63
1526,c2111103316667/,4
1527,c2111103318045/,8
1528,c2120037259284406/,20
1529,c2111103318392/,2
1530,c2111103317540/,8
1531,c2110343238337179/,4
1532,c2110343238598821/,25
1533,c2114620202904825/,27
1534,c219053931844151/,2
1535,c2111103319172/,2
1536,c2110343238337447/,5
1537,c2111103831757/,20
1538,c2111103316856/,11
1539,c2111741892981610/,7
1540,c2110113186802700/,22
1541,c2111103316808/,7
1542,c2111103317045/,4
1543,c219687159025682/,4
1544,c2111103318306/,3
1545,c2111294743475003/,11
1546,c2110044625399596/,17
1547,c2114619375841864/,0
1548,c2110343239123217/,5
1549,c2110343239122979/,11
1550,c2110343238861597/,11
1551,c2111103316531/,18
1552,c2116860787519423/,129
1553,c2111103318428/,14
1554,c2110343238599416/,17
1555,c219096044229469/,1
1556,c2110790316289308/,3
1557,c2113537586197181/,1
1558,c219162127585387/,40
1559,c2120026461991789/,1
1560,c2120036141121820/,5
1561,c2111103317969/,15
1562,c2111103317851/,5
1563,c2113644933115698/,61
1564,c2111103316907/,2
1565,c2111103318910/,5
1566,c2120031337758877/,10
1567,c2111103316467/,7
1568,c2111289533624718/,6
1569,c2110343238861347/,3
1570,c2111103316912/,6
1571,c2111103317379/,13
1572,c2111103831733/,18
1573,c2111103316918/,9
1574,c2110343238861100/,8
1575,c2111103317741/,9
1576,c2111103316815/,17
1577,c2110343238336813/,7
1578,c2111294077889605/,10
1579,c21000000001156/,0
1580,c2111103317213/,3
1581,c2111103316554/,5
1582,c2111103318005/,1
1583,c2120025735853455/,16
1584,c2111103317569/,4
1585,c2110343238337498/,14
1586,c2110343238337480/,7
1587,c2110048011776214/,8
1588,c219999019159612/,44
1589,c2111103317501/,4
1590,c2111103318326/,13
1591,c2111103318713/,3
1592,c2111103831484/,57
1593,c2120036613289171/,0
1594,c2111103316940/,1
1595,c2111103319271/,12
1596,c2111103318293/,0
1597,c2111103316479/,3
1598,c2110343238599478/,9
1599,c2111103319170/,11
1600,c2111103831514/,76
1601,c2113327850024102/,49
1602,c2111103318249/,1
1603,c2111103318907/,35
1604,c2111103318617/,7
1605,c2111103319109/,2
1606,c2120036098264825/,1
1607,c2111103831727/,28
1608,c219997050982453/,11
1609,c2111103831707/,21
1610,c2111103317689/,4
1611,c2111159127470439/,22
1612,c2111251092566111/,1
1613,c2110343238861170/,3
1614,c2111103317630/,8
1615,c2111103319248/,4
1616,c2110112976301541/,11
1617,c2111770918350282/,43
1618,c219979439361247/,9
1619,c2110112976302035/,1
1620,c2111103318121/,4
1621,c2111103316535/,7
1622,c2111103317465/,13
1623,c2110343238337397/,86
1624,c2111103317440/,1
1625,c2120036107643154/,3
1626,c219977455718018/,13
1627,c2110343238336523/,0
1628,c2110113186803499/,18
1629,c2110343238861198/,1
1630,c2114914031988767/,3
1631,c2111103318030/,7
1632,c2111248136629810/,2
1633,c2110343238861527/,5
1634,c2111103317864/,3
1635,c219687409111346/,6
1636,c2111103318541/,2
1637,c2111103317170/,6
1638,c2111766432017589/,10
1639,c2111103316391/,9
1640,c2120033382272731/,24
1641,c2120031803602654/,8
1642,c2111103316810/,6
1643,c2113327812276966/,24
1644,c219999216554553/,19
1645,c2110343239123042/,2
1646,c2111103831636/,29
1647,c2120033062350400/,20
1648,c2111103317758/,6
1649,c219167259577752/,101
1650,c2111103317974/,1
1651,c2111103316968/,7
1652,c219980119624999/,17
1653,c2110343238860925/,12
1654,c2111103316505/,6
1655,c2111103317010/,1
1656,c2113920731695284/,4
1657,c2111103317444/,13
1658,c2111103318094/,1
1659,c2111103317473/,11
1660,c2111103317335/,3
1661,c2111103316882/,31
1662,c219999692607195/,32
1663,c2111103317475/,18
1664,c219092125961363/,0
1665,c2110343238861481/,0
1666,c2111103831657/,13
1667,c2111103317787/,7
1668,c2110343238336706/,6
1669,c2110050373168276/,4
1670,c2111103317367/,20
1671,c2111103317598/,0
1672,c2111103318823/,4
1673,c2111103318033/,1
1674,c2111103318086/,5
1675,c2110343238599480/,9
1676,c2111103317737/,18
1677,c2110343239123171/,4
1678,c2110772320627978/,7
1679,c2110343238599404/,3
1680,c2110343238336963/,14
1681,c2111103831614/,2
1682,c219098778915162/,47
1683,c2111103317388/,7
1684,c2111103317011/,8
1685,c219981870485526/,27
1686,c2110343239123222/,14
1687,c219054830997042/,18
1688,c2111103317338/,12
1689,c2110343238861533/,7
1690,c2111950142270774/,35
1691,c219052033134278/,25
1692,c2110178066657094/,33
1693,c2111103316773/,4
1694,c2111103831726/,13
1695,c2111103316474/,1
1696,c2111103316569/,23
1697,c2120031035678795/,24
1698,c2111899784934133/,11
1699,c2111103317535/,0
1700,c2111103317411/,3
1701,c2111103316897/,8
1702,c2120030196333974/,21
1703,c2120036360553134/,8
1704,c2111103317984/,4
1705,c2111103316728/,0
1706,c2120021531661082/,56
1707,c2111103316857/,3
1708,c2111103316783/,2
1709,c2113199116874324/,24
1710,c219664041856272/,13
1711,c2111103316401/,14
1712,c2111103317556/,3
1713,c2111103317522/,14
1714,c2111103317455/,10
1715,c2110343238598814/,12
1716,c2120041488079983/,3
1717,c2111103316616/,12
1718,c219055094451411/,36
1719,c2110343238861184/,6
1720,c2111103319356/,1
1721,c2111103316876/,2
1722,c2111103317896/,4
1723,c2110343238861526/,2
1724,c2110343238860915/,1
1725,c2113332287861234/,4
1726,c2111103831692/,65
1727,c2120022693813125/,43
1728,c219976201098150/,11
1729,c2111103317334/,4
1730,c219097457971262/,25
1731,c219954533846425/,19
1732,c2111103317548/,8
1733,c2111103318546/,5
1734,c2110343238599025/,13
1735,c219163839385851/,5
1736,c2111103317825/,5
1737,c2111103317549/,10
1738,c2110048093564349/,28
1739,c2111103318670/,14
1740,c2110343238860820/,10
1741,c219982005226625/,27
1742,c2111103831594/,15
1743,c2111103319183/,12
1744,c2110343238861636/,4
1745,c2114966095121749/,4
1746,c2111103318092/,6
1747,c2111103317365/,8
1748,c2111103317691/,18
1749,c2111103831741/,4
1750,c2111103318479/,2
1751,c2111103317867/,4
1752,c2120033987518197/,65
1753,c2111160934953316/,6
1754,c2114239059947398/,23
1755,c2111103317940/,7
1756,c2111103316705/,2
1757,c2111103318195/,9
1758,c2120021007264339/,4
1759,c2110366836028003/,0
1760,c2110046704725218/,8
1761,c2114597312515302/,50
1762,c2111103317461/,18
1763,c2111103317726/,7
1764,c219794041162800/,5
1765,c2111103316983/,18
1766,c2110343238336546/,8
1767,c2111161748123534/,26
1768,c2110343238598812/,22
1769,c2111103831638/,14
1770,c2120036683548886/,1
1771,c2110343239122954/,19
1772,c2111103316396/,10
1773,c2120023619042050/,2
1774,c2111408623546387/,3
1775,c2111103319368/,2
1776,c219977110999819/,12
1777,c2111103317915/,20
1778,c2111103831645/,8
1779,c2110343238861741/,6
1780,c2110343238337421/,7
1781,c219094110129267/,18
1782,c219975969623058/,28
1783,c2111103317731/,7
1784,c2111103318675/,2
1785,c2120035786612723/,18
1786,c2120039247858234/,0
1787,c219073755172521/,7
1788,c2110179895373213/,0
1789,c2111103831788/,9
1790,c2111157649239136/,39
1791,c2111103317144/,8
1792,c2111103317023/,5
1793,c2113304663913401/,42
1794,c2111103319277/,11
1795,c2111103318174/,5
1796,c2113333190683662/,1
1797,c2110746798288860/,25
1798,c2117949611035077/,19
1799,c2111103317096/,9
1800,c2111103317434/,44
1801,c2110343238861413/,16
1802,c2114443733616658/,4
1803,c2110343238336548/,25
1804,c2111103317832/,10
1805,c2110343238861809/,13
1806,c2111161919565231/,5
1807,c2111103316497/,7
1808,c2110343238599154/,15
1809,c2111103317834/,3
1810,c2111103317118/,6
1811,c2120030200538281/,18
1812,c2111092306440541/,15
1813,c2110343238599346/,37
1814,c2120025361506403/,23
1815,c2111103831511/,28
1816,c2111103317792/,2
1817,c2111103318173/,1
1818,c2111103317767/,8
1819,c2116658182975029/,62
1820,c2110343238599626/,23
1821,c2110343238861028/,0
1822,c2111103316886/,11
1823,c2114396767897882/,3
1824,c2111103318347/,2
1825,c2110502810643817/,1
1826,c219092902433426/,42
1827,c2110343238599462/,21
1828,c2110343238336994/,9
1829,c2111317723542367/,6
1830,c2111103317491/,4
1831,c2111103317542/,15
1832,c2111103831732/,15
1833,c2111103317228/,20
1834,c2110343238598881/,5
1835,c2111103319220/,1
1836,c2111103319301/,10
1837,c2110343238861705/,1
1838,c2111103316422/,5
1839,c219068981792626/,8
1840,c2111103831585/,26
1841,c2111103318696/,2
1842,c2110343239123426/,40
1843,c2111103319007/,29
1844,c2111103319092/,10
1845,c2110343238599618/,19
1846,c2120023502644532/,6
1847,c2111103317425/,17
1848,c2110049062449668/,10
1849,c2111103318185/,1
1850,c2110343239123303/,6
1851,c219979439361162/,20
1852,c2111103318192/,7
1853,c2111103317006/,19
1854,c2111103316419/,3
1855,c2111611734291214/,1
1856,c2111103319270/,1
1857,c2110343238599004/,8
1858,c2111103317705/,6
1859,c219093045824791/,2
1860,c2110343238599298/,1
1861,c2111103319188/,9
1862,c2111103317221/,11
1863,c2110790182335255/,6
1864,c2110343238860833/,18
1865,c2111103316548/,3
1866,c2110343238861739/,9
1867,c2110343238861208/,2
1868,c219159659762529/,5
1869,c219046429019587/,23
1870,c2110133561945209/,48
1871,c2111103318845/,11
1872,c2111103831694/,70
1873,c2111103831618/,57
1874,c2111103318975/,1
1875,c2113922941546721/,69
1876,c2110343238336845/,5
1877,c2111103318116/,5
1878,c2110343238860936/,3
1879,c2111103317019/,7
1880,c2120033086526103/,62
1881,c2111103318207/,10
1882,c2111103316714/,2
1883,c2111103319257/,46
1884,c2110343239123342/,26
1885,c2120039824589899/,9
1886,c2111103318395/,2
1887,c2111103317866/,12
1888,c2110343238336973/,21
1889,c2110343238336874/,0
1890,c2111103317146/,6
1891,c2111103318931/,0
1892,c219099062291911/,1
1893,c2110343238336856/,2
1894,c2111103317935/,24
1895,c2120035826555335/,1
1896,c2110343238860851/,4
1897,c2111103831765/,1
1898,c2111103317876/,5
1899,c2111103317050/,1
1900,c2111103317072/,5
1901,c2110343238599486/,4
1902,c2111103318304/,17
1903,c2111103316452/,0
1904,c2113288944710604/,9
1905,c2110343238336522/,2
1906,c2110343238860892/,9
1907,c2113326372581923/,52
1908,c2111103831587/,9
1909,c2111103319323/,5
1910,c2111103318271/,4
1911,c2110343238598813/,8
1912,c2111103317856/,4
1913,c2111103316955/,1
1914,c2111103318549/,11
1915,c2111384068255017/,45
1916,c2111103317347/,6
1917,c2113537790667970/,13
1918,c2110343238860961/,5
1919,c2111103318523/,0
1920,c2111103316440/,3
1921,c2110343238599344/,54
1922,c2110343238599667/,5
1923,c2110343238599420/,17
1924,c2110343238598870/,2
1925,c2111103316480/,4
1926,c2111103318920/,2
1927,c2110112491598054/,4
1928,c2114458738741186/,24
1929,c2110343238861253/,1
1930,c2111103318369/,1
1931,c2110343238861535/,7
1932,c2110343239123101/,4
1933,c2111294949780685/,13
1934,c2114602336241766/,9
1935,c2113786049687502/,13
1936,c2110343238599254/,6
1937,c2111103319394/,5
1938,c2110343238599040/,5
1939,c2110343238861117/,1
1940,c2111103318860/,5
1941,c2111103317943/,0
1942,c2110343239123013/,3
1943,c2111103318139/,12
1944,c2111103319376/,14
1945,c2110343238860834/,18
1946,c2111103319440/,2
1947,c2111103318180/,11
1948,c2120031347192904/,7
1949,c2111103316807/,4
1950,c2120030677952087/,12
1951,c2111103316819/,2
1952,c2120039346426372/,3
1953,c2110343238598939/,7
1954,c2111103318977/,0
1955,c2113332494954710/,12
1956,c2120028055495327/,0
1957,c219159659762222/,0
1958,c2111103318782/,1
1959,c2111103317398/,13
1960,c2110161052462210/,49
1961,c2111103317058/,13
1962,c2111103318569/,1
1963,c2110343238861008/,21
1964,c2111103318463/,3
1965,c2120035779269793/,9
1966,c2111103319164/,3
1967,c2120023678862335/,15
1968,c2120030007599729/,15
1969,c2111103316596/,11
1970,c2110133269392540/,8
1971,c219166606840529/,46
1972,c219863342861564/,20
1973,c219069961949050/,0
1974,c2113332878994641/,43
1975,c2111103319447/,3
1976,c2111103318749/,17
1977,c2111860782362843/,0
1978,c2110343238861665/,1
1979,c2120035973485027/,1
1980,c2111103831550/,0
1981,c2111103318110/,15
1982,c2111103318187/,14
1983,c2111103317040/,10
1984,c2111103316742/,1
1985,c2111248319869777/,5
1986,c2120036353213746/,5
1987,c2111103316658/,0
1988,c219686572346980/,1
1989,c2111103831534/,1
1990,c2120021559995604/,29
1991,c2110343238861201/,0
1992,c2111103317127/,12
1993,c2111103319224/,3
1994,c2111103318431/,1
1995,c2113331461582327/,8
1996,c2111103318867/,11
1997,c2111103317426/,5
1998,c2120026569997609/,5
1999,c2111103319263/,12
2000,c2110343238598895/,18
2001,c2111103319318/,3
2002,c2111103317739/,3
2003,c2110343238860922/,19
2004,c2110343238599099/,0
2005,c2110343238598896/,1
2006,c2111103317839/,5
2007,c2111103831489/,0
2008,c2110343238599441/,16
2009,c2111103318196/,9
2010,c2111103316893/,8
2011,c2110343238336877/,5
2012,c2111251382497427/,1
2013,c2111103316980/,4
2014,c2111103316917/,4
2015,c219997050982626/,9
2016,c2111103316644/,3
2017,c2111103831704/,29
2018,c2111103831818/,0
2019,c2110343238599461/,41
2020,c2120036128673520/,0
2021,c2110343238336517/,2
2022,c2120038898502505/,0
2023,c2111103317780/,12
2024,c2113306379644724/,6
2025,c2110044830919934/,12
2026,c219998338633862/,13
2027,c2111103317456/,11
2028,c2111103319245/,1
2029,c2111103318761/,5
2030,c2111103831700/,21
2031,c2111266434544417/,31
2032,c2120037550873866/,14
2033,c2110343238860978/,9
2034,c2111103318752/,6
2035,c2113310064079217/,3
2036,c2110343238336765/,9
2037,c2111103318137/,0
2038,c2111103319236/,5
2039,c2111103319211/,20
2040,c2111103317951/,33
2041,c2111103318876/,9
2042,c2111103319047/,13
2043,c2113328886279766/,6
2044,c2111103317251/,2
2045,c2110343239123321/,35
2046,c2111103317981/,1
2047,c219710092432289/,5
2048,c2110343238337423/,9
2049,c2114256612323758/,52
2050,c2110025247190529/,7
2051,c2111103831599/,1
2052,c2112972148929243/,2
2053,c2110343238599021/,4
2054,c2111103317222/,1
2055,c2111103317304/,2
2056,c2110343238861414/,7
2057,c219070447176962/,22
2058,c2111103317652/,2
2059,c2113327773479569/,7
2060,c219710516056459/,3
2061,c2110343238599610/,3
2062,c2120026572099335/,0
2063,c219092682755208/,36
2064,c2111294949780564/,8
2065,c2111103317060/,4
2066,c2111103319176/,3
2067,c2111103316615/,3
2068,c2111243409126058/,5
2069,c2110343238861777/,6
2070,c2114849890355406/,0
2071,c2111103319321/,0
2072,c2111103317934/,11
2073,c2111103317955/,14
2074,c2110343238860801/,3
2075,c2111103318170/,0
2076,c2110343238861683/,2
2077,c2111899579935996/,3
2078,c2120041689416261/,1
2079,c2120035853820160/,4
2080,c2111103317284/,15
2081,c2111103318202/,10
2082,c219161643142729/,22
2083,c2111103316999/,6
2084,c2120031775329550/,0
2085,c219863299347070/,0
2086,c2111103318123/,5
2087,c2111103318458/,3
2088,c2111103316542/,8
2089,c2114551143713399/,0
2090,c2111103319036/,2
2091,c2111103318967/,4
2092,c2111103316662/,6
2093,c2110343238599216/,26
2094,c2111103317349/,11
2095,c2111103317869/,2
2096,c2113175949111344/,0
2097,c2120024331408335/,21
2098,c2111103317359/,4
2099,c219069564276100/,0
2100,c219097834933897/,0
2101,c219710593912312/,14
2102,c2111103317363/,3
2103,c2111770588049269/,4
2104,c2120029258741060/,36
2105,c2110343238599473/,2
2106,c2110343238599520/,47
2107,c219052110728503/,6
2108,c2120032983698928/,12
2109,c2111103317917/,20
2110,c2112969381998241/,71
2111,c2110343238599612/,15
2112,c2111103316593/,1
2113,c219980063264800/,1
2114,c2110343239123267/,28
2115,c2111103316785/,7
2116,c2111103317747/,2
2117,c2110343238599359/,23
2118,c2110343238598966/,0
2119,c2110343238860924/,7
2120,c2111103317063/,0
2121,c2111103319106/,4
2122,c2111103317614/,7
2123,c2111103317330/,0
2124,c2111103316614/,4
2125,c2111103319357/,5
2126,c2111103317749/,33
2127,c2111103317415/,11
2128,c2110343238861164/,2
2129,c2111103318941/,4
2130,c2110343238336853/,7
2131,c2111103318666/,0
2132,c2110343238599636/,50
2133,c2111103317557/,19
2134,c2110343239123230/,6
2135,c2111103316812/,8
2136,c2111103318561/,8
2137,c219710334652638/,14
2138,c2120034496402056/,18
2139,c2111103316781/,1
2140,c2111103831501/,28
2141,c219635231444282/,13
2142,c2110343238861411/,5
2143,c2110819115692726/,43
2144,c2113199546264887/,15
2145,c2111103318039/,0
2146,c2120038139192741/,1
2147,c2111610594226164/,1
2148,c2111103831715/,6
2149,c2120035630364041/,13
2150,c2110343238599112/,7
