,id,num
523,c2111103319074/,30
524,c2111103318027/,23
525,c2110343238337372/,39
526,c2111103318172/,13
527,c2111103316938/,17
528,c2110343238598764/,74
529,c2111103316957/,44
530,c2111103318380/,2
531,c2111103316880/,14
532,c2111103317088/,25
533,c2111103316835/,6
534,c2111103831482/,62
535,c219980689265218/,85
536,c2110366888193279/,32
537,c2111103831654/,63
538,c2111103317132/,3
539,c2111103317686/,41
540,c2111103319246/,41
541,c2111103316598/,12
542,c2113198200942020/,167
543,c2110343238599606/,17
544,c2111103318313/,28
545,c2111103317891/,8
546,c2111103317680/,27
547,c2111103316754/,26
548,c2120035439509564/,0
549,c2111103831626/,23
550,c2111103316971/,7
551,c2111103317508/,15
552,c2111103317971/,7
553,c2111103317185/,20
554,c2111103831631/,106
555,c2112242853311218/,16
556,c2113333347185092/,15
557,c2111103319046/,11
558,c2110343238861211/,10
559,c2110274275602995/,85
560,c2111293733434273/,63
561,c2110343238599531/,43
562,c2111103317587/,11
563,c2110343238598776/,17
564,c2111103316507/,10
565,c2114850484351442/,120
566,c2110111187169903/,14
567,c2111103316753/,12
568,c2111103316866/,18
569,c2110161677151672/,41
570,c2110343238598721/,30
571,c2111103319247/,6
572,c2111103316463/,11
573,c2111103318927/,36
574,c2111103318132/,2
575,c2120024124710878/,9
576,c2110343238599436/,17
577,c2111103318982/,57
578,c2120031315745776/,23
579,c2111103318517/,26
580,c2110343238861284/,19
581,c2111103316465/,33
582,c2110343238336533/,8
583,c2110343238599536/,2
584,c2110343238599356/,15
585,c2110343238337427/,3
586,c2111103317643/,9
587,c2110343238599361/,23
588,c219098274812590/,54
589,c2110343238861607/,12
590,c2110343238860994/,13
591,c2110343239122978/,3
592,c2110343238861584/,5
593,c2110343238861299/,1
594,c2111103316883/,12
595,c2110343238861803/,56
596,c2120036099320042/,1
597,c2110343238861083/,12
598,c2111770585428879/,260
599,c2112241666847464/,168
600,c2111103317631/,24
601,c219097834933826/,15
602,c2110343238337450/,41
603,c2110343238861564/,18
604,c2120033650869133/,31
605,c2111103317089/,63
606,c2116684107467378/,4
607,c2111113425809541/,40
608,c2111103316954/,8
609,c2111103316820/,2
610,c2120030513375642/,43
611,c2111103316427/,6
612,c2110343238599634/,37
613,c2113349626850729/,75
614,c2111103318108/,54
615,c2113668346245868/,60
616,c2111103317399/,2
617,c2111103317230/,9
618,c2113805110703084/,45
619,c2113825682190200/,20
620,c2110343238861733/,8
621,c2113327450254535/,20
622,c2111103316645/,9
623,c2110343238337458/,11
624,c2110343238861379/,74
625,c2111772354900785/,90
626,c2111103316669/,19
627,c2110002450100718/,128
628,c2120042065868410/,35
629,c2110343239123014/,149
630,c2110343238861530/,3
631,c219069292172251/,30
632,c2110343238337360/,4
633,c2110343238599364/,38
634,c219074796932970/,33
635,c2111103318315/,23
636,c2111103316942/,4
637,c2111103831544/,12
638,c2110343238860894/,167
639,c2111103317618/,20
640,c2111103316943/,12
641,c2111103831588/,25
642,c2110021802094696/,21
643,c2111103316630/,48
644,c2111103317240/,10
645,c2111103319392/,12
646,c2112876654849447/,88
647,c2111103318979/,1
648,c2111103317271/,0
649,c2111103318520/,17
650,c2111103317233/,10
651,c2111103831649/,26
652,c2113198396240706/,76
653,c2111103319387/,31
654,c2110343238599487/,2
655,c2111103318234/,49
656,c219054830996774/,43
657,c2113689981513813/,62
658,c2111103831613/,30
659,c2111103831542/,18
660,c2110343238861342/,21
661,c2120039601238438/,6
662,c2111103318390/,53
663,c2111103316842/,52
664,c2111103316386/,17
665,c2110343239123344/,40
666,c2110343238337488/,24
667,c2111103317172/,12
668,c2111103318651/,2
669,c2113333428186971/,55
670,c2120025681327461/,29
671,c2111103317021/,17
672,c2111772972773557/,48
673,c2111103316734/,10
674,c2111103316552/,24
675,c2117903846174284/,33
676,c2111103316437/,3
677,c2110343238336808/,2
678,c219099320241949/,31
679,c2111103317938/,15
680,c2113304766935173/,50
681,c2111103317074/,4
682,c2111103316629/,3
683,c2111103318748/,20
684,c2110343238598819/,54
685,c2111103317157/,46
686,c2111103319161/,22
687,c2111103318337/,11
688,c219162127585977/,30
689,c2111103319395/,84
690,c2111103316395/,13
691,c2110343238598696/,18
692,c2110343238861585/,25
693,c2111103831666/,4
694,c2111103316605/,4
695,c2110343238336545/,5
696,c2111103317653/,5
697,c219680366087814/,79
698,c2111103316503/,7
699,c2110343238336970/,15
700,c2111103316371/,5
701,c2110343238861236/,23
702,c2111103316879/,24
703,c2110343238599425/,55
704,c2114012278934142/,33
705,c219097418910928/,18
706,c2110343238337406/,24
707,c2110343238599322/,45
708,c2113831035457500/,46
709,c2110343238860883/,6
710,c219098034163501/,18
711,c2112242341866998/,10
712,c2111103316798/,4
713,c2110343238860877/,2
714,c2110343239123141/,2
715,c2110343238599640/,16
716,c2111103316572/,32
717,c2111103318449/,24
718,c2111103319350/,10
719,c2110343238337237/,4
720,c2110343238337003/,14
721,c2111103831603/,72
722,c219621114204099/,31
723,c2110343238861591/,15
724,c2110343238337365/,42
725,c2111103316904/,7
726,c2120032206432088/,35
727,c219054568068066/,8
728,c219709533277901/,60
729,c2110343238861404/,12
730,c2111103316533/,2
731,c2110343238861655/,5
732,c2110343238861808/,29
733,c2113310614580741/,28
734,c2111103319441/,24
735,c2110772320628257/,21
736,c2111103316489/,22
737,c2114419627356895/,32
738,c2111103316924/,57
739,c2111103318762/,14
740,c2111103316881/,6
741,c219977058045032/,22
742,c2110343238599297/,4
743,c2111103317066/,4
744,c219055094451951/,50
745,c2120026768383040/,16
746,c2111103318331/,63
747,c219981721325306/,3
748,c2120021509636388/,3
749,c2110343238599614/,12
750,c219047087264760/,18
751,c2111103317291/,12
752,c2120036358442856/,1
753,c2111103316743/,7
754,c2110343238336976/,8
755,c2111103831578/,22
756,c2111103317771/,22
757,c2111103831515/,12
758,c2110343238861472/,4
759,c2110343238860878/,27
760,c2111103316377/,11
761,c2110343238861551/,29
762,c2111103316944/,17
763,c2111159137168534/,59
764,c2110343239123327/,104
765,c2110343238337438/,1
766,c2111103317400/,12
767,c2111103319421/,0
768,c2110343238599568/,4
769,c2111103831698/,14
770,c2110343238336741/,12
771,c2110343238599481/,7
772,c2111103317921/,11
773,c2113307613293874/,45
774,c2111103316581/,17
775,c2111103317906/,0
776,c2110343238336809/,13
777,c2111103317111/,5
778,c2111103319114/,21
779,c2110429413731676/,32
780,c2111103316854/,22
781,c2111103831627/,51
782,c2113355015745639/,27
783,c2111130256765652/,9
784,c2110343238599639/,22
785,c2110343238599339/,47
786,c2111290053193934/,5
787,c2111103316911/,4
788,c2111103316910/,20
789,c2110343238598891/,14
790,c2110343238599114/,10
791,c2111103831695/,30
792,c2111103316803/,32
793,c2111103316945/,8
794,c2111103316937/,21
795,c2111103318827/,8
796,c2110343238599476/,12
797,c2113309157846936/,16
798,c2110343238599678/,42
799,c2111103318106/,26
800,c2111103316532/,16
801,c2111103317437/,2
802,c2111103831655/,138
803,c219071549231457/,36
804,c2110343238598815/,14
805,c2110048389525799/,52
806,c2110343238861199/,1
807,c2111103317756/,4
808,c2111103319408/,81
809,c2111103318996/,0
810,c2111103317374/,37
811,c2110343238337374/,46
812,c2111103319144/,10
813,c2120030673757850/,23
814,c219979174073323/,12
815,c2111103317806/,24
816,c2111103317099/,6
817,c2110343239123115/,4
818,c2110343238861815/,21
819,c2111103831624/,8
820,c2120040988786997/,3
821,c219227962429032/,14
822,c2111103316901/,9
823,c2110050448928217/,30
824,c2110343238861417/,5
825,c2114897959940532/,12
826,c2110343238336918/,19
827,c2110343238336840/,22
828,c2111696244273460/,13
829,c2111103316716/,7
830,c2111294287867902/,5
831,c2111103317464/,2
832,c2110343238337221/,13
833,c2110343238599115/,14
834,c2114396968939454/,17
835,c219161404853425/,31
836,c2111103318026/,3
837,c2111103831558/,2
838,c2110343238336879/,27
839,c2111103316381/,12
840,c2111103831642/,37
841,c2110113551707361/,107
842,c2110343238861667/,8
843,c2113333811179206/,43
844,c2113334256300573/,98
845,c2111103831630/,69
846,c2111103317591/,14
847,c2111103317001/,17
848,c2110343238598867/,22
849,c219979174073305/,18
850,c2111103317983/,19
851,c2111103318088/,13
852,c2111103317377/,44
853,c2111103318819/,10
854,c2113447503818609/,8
855,c2110343238337056/,14
856,c2111103319000/,3
857,c2111103317197/,8
858,c2110343238598874/,15
859,c2110343239123189/,37
860,c219687838503321/,69
861,c2110343238336876/,15
862,c2110343239123055/,20
863,c2110343238861255/,1
864,c2110343238860889/,10
865,c219686972904086/,74
866,c2111103317719/,6
867,c2110343238337239/,48
868,c219680366087436/,21
869,c2110343238336628/,12
870,c2110744959610777/,9
871,c2111103831701/,47
872,c2111771768222706/,18
873,c2111103317450/,10
874,c2111103831607/,111
875,c2111103316707/,29
876,c2111103831713/,63
877,c2110049265086923/,31
878,c2111103316412/,24
879,c2110343238599360/,23
880,c2111103316514/,59
881,c2111103316560/,10
882,c2111273810227655/,1
883,c2111103318343/,10
884,c2110022709375472/,38
885,c2111103318261/,3
886,c2111103316392/,14
887,c2110343238336899/,9
888,c2111103317107/,26
889,c2113691167715794/,139
890,c2110343238598982/,41
891,c2111103318413/,32
892,c2110343238599363/,5
893,c2110343238599098/,23
894,c2111103831590/,21
895,c2110343238860927/,7
896,c2113354415436287/,59
897,c2113308585848873/,53
898,c2111103316694/,5
899,c2111103317503/,11
900,c2111103316909/,8
901,c2111103316784/,11
902,c2114121287823686/,70
903,c2120032733101688/,50
904,c2111103318882/,1
905,c2110343238599370/,4
906,c2110343239123054/,17
907,c2110343238860807/,4
908,c2110343238598985/,38
909,c2111103316674/,17
910,c2111103317206/,23
911,c2110343238861537/,6
912,c2111103318539/,17
913,c2110343238598783/,49
914,c2111103318356/,32
915,c2111103317209/,0
916,c2111103316638/,16
917,c2110343239123048/,9
918,c2110343238861531/,10
919,c219998401548133/,4
920,c2120041287715405/,0
921,c2111103318020/,4
922,c2111103316720/,11
923,c219975592398811/,45
924,c2111103317683/,16
925,c2120022747329433/,106
926,c2111103319279/,16
927,c2111103317091/,7
928,c2110343238861209/,3
929,c219160875061096/,40
930,c2111103831640/,11
931,c2111103318824/,20
932,c2110790544355865/,5
933,c2110343238337416/,51
934,c2111103831702/,3
935,c2111293744442797/,83
936,c2110343238599189/,4
937,c2110343239123044/,21
938,c2111103831621/,24
939,c2111103318720/,2
940,c2111294949781106/,21
941,c2113328090411583/,42
942,c2111103316805/,5
943,c2110162054377048/,112
944,c2110046873021441/,62
945,c2110343238599384/,16
946,c2111103831641/,11
947,c2112967200436619/,28
948,c2111103316631/,0
949,c2111103319030/,13
950,c2111103319330/,5
951,c2110343238337051/,19
952,c2111103318029/,4
953,c2112247186289381/,1
954,c2111103316800/,1
955,c2111103318877/,2
956,c2111103316767/,7
957,c2110343238599569/,4
958,c2111103831525/,43
959,c2115869482904653/,23
960,c2113854652509310/,107
961,c2110343238598974/,37
962,c2110343238336541/,10
963,c2111103831495/,18
964,c2120035066921307/,1
965,c2111067091071358/,90
966,c2110343238599419/,23
967,c2111138091986462/,20
968,c2111103318654/,19
969,c2111103317064/,7
970,c2111103316522/,7
971,c2111103316567/,15
972,c2111103318365/,3
973,c219680087166209/,50
974,c2111103317075/,9
975,c2111103316619/,28
976,c2111103316442/,6
977,c2111103319309/,32
978,c2111103317772/,3
979,c2110343238861625/,22
980,c2111103318868/,2
981,c2111103317809/,20
982,c219709086846641/,4
983,c2111103317142/,1
984,c2111103831720/,78
985,c219977058045078/,54
986,c2111103317264/,22
987,c2111103316933/,18
988,c2111103318853/,22
989,c2110111597161818/,0
990,c2111103831761/,2
991,c2110343238599113/,19
992,c2111103318122/,3
993,c2110343238860990/,27
994,c2111103317008/,25
995,c2111103318746/,0
996,c2111103318978/,11
997,c2110343239123238/,0
998,c2110343238599570/,12
999,c2113988684640701/,5
1000,c2111103316922/,4
1001,c2111103318825/,9
1002,c2110343238599392/,17
1003,c2111103831784/,16
1004,c2114375473130816/,25
1005,c2113333184394102/,51
1006,c2111103318472/,2
1007,c2111160383138849/,25
1008,c219162127585783/,5
1009,c2111103316775/,8
1010,c2110343238337513/,37
1011,c2111103316726/,5
1012,c2111103318885/,16
1013,c2112879567532818/,141
1014,c2111103317793/,31
1015,c2111103316796/,9
1016,c2111103318965/,6
1017,c2110343238861614/,19
1018,c2113328298554362/,45
1019,c2111103316727/,35
1020,c2114142328310183/,31
1021,c2111103316471/,28
1022,c2111103319308/,43
1023,c2114416717295788/,6
1024,c2110343238599031/,31
1025,c2111103318499/,4
1026,c2111103318974/,3
1027,c2111103317673/,7
1028,c2111103318765/,6
1029,c2111103316498/,16
1030,c2120030184812260/,91
1031,c2111103316802/,25
1032,c2120030513375645/,64
1033,c2111103318620/,13
1034,c2111103318582/,3
1035,c2111103318522/,2
1036,c2111103317499/,3
1037,c2111103316583/,7
1038,c2111103318295/,28
1039,c2110343238599341/,42
1040,c2111103317506/,15
1041,c2111379154103977/,12
1042,c2111788729462759/,7
1043,c2111103316501/,6
1044,c2113199369843561/,45
1045,c2110343239123184/,25
1046,c2111103316671/,2
1047,c2111103319455/,12
1048,c2120033024644492/,31
1049,c2110343238337356/,14
1050,c2111103316973/,13
1051,c2111103831782/,45
1052,c2111103317353/,23
1053,c2111792523473008/,65
1054,c2111103316399/,14
1055,c2111103831663/,36
1056,c2110343238598962/,16
1057,c2111103318091/,2
1058,c2110343238598664/,9
1059,c2111103317611/,26
1060,c2110343238336737/,24
1061,c219998507716584/,10
1062,c2110343239123036/,16
1063,c2111103318889/,2
1064,c2110343238598816/,6
1065,c2111103318519/,2
1066,c219687409111910/,10
1067,c2111103316527/,3
1068,c2111103319116/,6
1069,c2111103317382/,6
1070,c2110343238598665/,1
1071,c2110343238337355/,15
1072,c2110184807164932/,78
1073,c2113304593395172/,55
1074,c2110429470355631/,28
1075,c2110343238599069/,11
1076,c2113349333249541/,31
1077,c2120037641110202/,1
1078,c2111103316851/,14
1079,c2111103316868/,8
1080,c2111103316991/,11
1081,c219685916200560/,6
1082,c2111103316641/,6
1083,c2111103316895/,4
1084,c2111103317755/,40
1085,c2120035602060839/,1
1086,c2111103316952/,2
1087,c2111103316724/,1
1088,c2114397291900821/,35
1089,c2112966773927877/,2
1090,c2110343238861210/,2
1091,c2111103319111/,16
1092,c2113328886279695/,5
1093,c2110343238599638/,12
1094,c2110343238861166/,3
1095,c2111103318991/,6
1096,c2111103318002/,5
1097,c2111103317153/,31
1098,c2110343238336535/,14
1099,c2111103316877/,57
1100,c219161663066551/,3
1101,c2111103318684/,3
1102,c2111103318085/,7
1103,c2110615246564825/,16
1104,c2114642038212628/,50
1105,c2111103317138/,14
1106,c2111103316666/,29
1107,c2111103318961/,7
1108,c2111103318420/,9
1109,c2111103318141/,35
